motif_id	cluster	source_id	tf_name	family_name	motif_type	PMID	name_IG
M04822_2.00	AC0042	FOXA1_FL_Methyl-HT-SELEX_2	FOXA1	Forkhead	SELEX	28473536	FOX
M04832_2.00	AC0042	FOXA3_FL_HT-SELEX_2	FOXA3	Forkhead	SELEX	28473536	FOX
M04834_2.00	AC0042	FOXA3_FL_Methyl-HT-SELEX_2	FOXA3	Forkhead	SELEX	28473536	FOX
M04837_2.00	AC0042	FOXB1_eDBD_HT-SELEX	FOXB1	Forkhead	SELEX	28473536	FOX
M04838_2.00	AC0042	FOXB1_eDBD_Methyl-HT-SELEX	FOXB1	Forkhead	SELEX	28473536	FOX
M04857_2.00	AC0043	FOXR2_FL_HT-SELEX	FOXR2	Forkhead	SELEX	28473536	FOXR2
M04858_2.00	AC0043	FOXR2_FL_Methyl-HT-SELEX	FOXR2	Forkhead	SELEX	28473536	FOXR2
M08377_2.00	AC0044	Q9H4T2.MEME	ZSCAN16	C2H2 ZF	ChIP-seq	27852650	ZSCAN16
M04615_2.00	AC0045	ZNF177_eDBD_HT-SELEX	ZNF177	C2H2 ZF	SELEX	28473536	ZNF177
M04616_2.00	AC0045	ZNF177_eDBD_Methyl-HT-SELEX	ZNF177	C2H2 ZF	SELEX	28473536	ZNF177
M05835_2.00	AC0046	FOSL2	FOSL2	bZIP	SMiLE-seq	28092692	BACH/MAF/NFE2
M07813_2.00	AC0046	K562_NFE2_Stanford	NFE2	bZIP	ChIP-seq	22955619	BACH/MAF/NFE2
M08065_2.00	AC0046	MA1101.1	BACH2	bZIP	ChIP-seq	24194598	BACH/MAF/NFE2
M08185_2.00	AC0046	Mv46	BACH1	bZIP	ChIP-seq	22080565	BACH/MAF/NFE2
M08787_2.00	AC0046	BACH2_HUMAN.H11MO.0.A	BACH2	bZIP	Misc	23175603	BACH/MAF/NFE2
M08789_2.00	AC0046	NF2L2_HUMAN.H11MO.0.A	NFE2L2	bZIP	Misc	23175603	BACH/MAF/NFE2
M08793_2.00	AC0046	NFE2_HUMAN.H11MO.0.A	NFE2	bZIP	Misc	23175603	BACH/MAF/NFE2
M08800_2.00	AC0046	BACH1_HUMAN.H11MO.0.A	BACH1	bZIP	Misc	23175603	BACH/MAF/NFE2
M09484_2.00	AC0046	OCILy7-Bach2_GSE44420	BACH2	bZIP	Misc	20513432	BACH/MAF/NFE2
M09486_2.00	AC0046	K562-NFE2_GSE31477	NFE2	bZIP	Misc	20513432	BACH/MAF/NFE2
M09488_2.00	AC0046	K562-Bach1_GSE31477	BACH1	bZIP	Misc	20513432	BACH/MAF/NFE2
M09959_2.00	AC0046	V$NFE2_01	NFE2	bZIP	Transfac	16381825	BACH/MAF/NFE2
MA0089.2	AC0046	MA0089.2	MAFG::NFE2L1	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	9421508	BACH/MAF/NFE2
MA0150.1	AC0046	MA0150.1	NFE2L2	['Basic leucine zipper factors (bZIP)']	Uknown	17916232	BACH/MAF/NFE2
MA0496.3	AC0046	MA0496.3	MAFK	['Basic leucine zipper factors (bZIP)']	Uknown	8264639	BACH/MAF/NFE2
MA0501.1	AC0046	MA0501.1	MAF::NFE2	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	9166829	BACH/MAF/NFE2
MA1633.1	AC0046	MA1633.1	BACH1	['Basic leucine zipper factors (bZIP)']	Uknown	8887638	BACH/MAF/NFE2
M07761_2.00	AC0047	ZNF90.RCADE.ReprocessedData	ZNF90	C2H2 ZF	ChIP-seq+ChIP-exo	29146583	ZNF90
M07834_2.00	AC0048	H1-hESC_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619	JUN/NFE2L1
M08782_2.00	AC0048	NF2L1_HUMAN.H11MO.0.C	NFE2L1	bZIP	Misc	23175603	JUN/NFE2L1
M09926_2.00	AC0048	V$TCF11_01	NFE2L1	bZIP	Transfac	16381825	JUN/NFE2L1
M02832_2.00	AC0049	NFE2_1	NFE2	bZIP	SELEX	23332764	JUN/FOS/JDP2
M02836_2.00	AC0049	JDP2_1	JDP2	bZIP	SELEX	23332764	JUN/FOS/JDP2
M02838_2.00	AC0049	JDP2_3	JDP2	bZIP	SELEX	23332764	JUN/FOS/JDP2
M04008_2.00	AC0049	NFE2L1.1	NFE2L1	bZIP	SELEX	28186491	JUN/FOS/JDP2
M04024_2.00	AC0049	NFE2.1	NFE2	bZIP	SELEX	28186491	JUN/FOS/JDP2
M04033_2.00	AC0049	ATF3.2	ATF3	bZIP	SELEX	28186491	JUN/FOS/JDP2
M04037_2.00	AC0049	JUN.1	JUN	bZIP	SELEX	28186491	JUN/FOS/JDP2
M04247_2.00	AC0049	BACH2_eDBD_HT-SELEX_1	BACH2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04249_2.00	AC0049	BACH2_eDBD_Methyl-HT-SELEX	BACH2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04266_2.00	AC0049	NFE2_eDBD_HT-SELEX	NFE2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04267_2.00	AC0049	NFE2_eDBD_Methyl-HT-SELEX	NFE2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04283_2.00	AC0049	JUND_eDBD_Methyl-HT-SELEX_1	JUND	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04284_2.00	AC0049	JUND_eDBD_Methyl-HT-SELEX_2	JUND	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04285_2.00	AC0049	JDP2_eDBD_HT-SELEX_1	JDP2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04287_2.00	AC0049	JDP2_eDBD_Methyl-HT-SELEX_1	JDP2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04289_2.00	AC0049	JDP2_FL_HT-SELEX_1	JDP2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04291_2.00	AC0049	JDP2_FL_Methyl-HT-SELEX_1	JDP2	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04330_2.00	AC0049	JUNB_eDBD_Methyl-HT-SELEX	JUNB	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04333_2.00	AC0049	FOSL1_FL_HT-SELEX_1	FOSL1	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04336_2.00	AC0049	FOSL1_FL_Methyl-HT-SELEX_1	FOSL1	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04340_2.00	AC0049	JUN_FL_HT-SELEX_2	JUN	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04341_2.00	AC0049	JUN_FL_Methyl-HT-SELEX_1	JUN	bZIP	SELEX	28473536	JUN/FOS/JDP2
M04342_2.00	AC0049	JUN_FL_Methyl-HT-SELEX_2	JUN	bZIP	SELEX	28473536	JUN/FOS/JDP2
M05836_2.00	AC0049	JUND_primary	JUND	bZIP	SMiLE-seq	28092692	JUN/FOS/JDP2
M05838_2.00	AC0049	JUNB_primary	JUNB	bZIP	SMiLE-seq	28092692	JUN/FOS/JDP2
M05841_2.00	AC0049	JUN_primary	JUN	bZIP	SMiLE-seq	28092692	JUN/FOS/JDP2
M07812_2.00	AC0049	HepG2_FOSL2_HudsonAlpha	FOSL2	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07815_2.00	AC0049	H1-hESC_JUND_HudsonAlpha	JUND	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07816_2.00	AC0049	HeLa-S3_JUND_Stanford	JUND	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07817_2.00	AC0049	HepG2_JUND_HudsonAlpha	JUND	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07820_2.00	AC0049	K562_JUND_UChicago	JUND	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07826_2.00	AC0049	HeLa-S3_CFOS_Stanford	FOS	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07827_2.00	AC0049	HUVEC_CFOS_UCD	FOS	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07828_2.00	AC0049	K562_CFOS_UChicago	FOS	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07829_2.00	AC0049	K562_JUNB_UChicago	JUNB	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07833_2.00	AC0049	K562_FOSL1_HudsonAlpha	FOSL1	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07835_2.00	AC0049	HeLa-S3_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07837_2.00	AC0049	HUVEC_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M07838_2.00	AC0049	K562_CJUN_Stanford	JUN	bZIP	ChIP-seq	22955619	JUN/FOS/JDP2
M08064_2.00	AC0049	MA0478.1	FOSL2	bZIP	ChIP-seq	24194598	JUN/FOS/JDP2
M08067_2.00	AC0049	MA0491.1	JUND	bZIP	ChIP-seq	24194598	JUN/FOS/JDP2
M08069_2.00	AC0049	MA0476.1	FOS	bZIP	ChIP-seq	24194598	JUN/FOS/JDP2
M08070_2.00	AC0049	MA0490.1	JUNB	bZIP	ChIP-seq	24194598	JUN/FOS/JDP2
M08071_2.00	AC0049	MA0477.1	FOSL1	bZIP	ChIP-seq	24194598	JUN/FOS/JDP2
M08073_2.00	AC0049	MA0489.1	JUN	bZIP	ChIP-seq	24194598	JUN/FOS/JDP2
M08188_2.00	AC0049	Mv43	ATF3	bZIP	ChIP-seq	22080565	JUN/FOS/JDP2
M08781_2.00	AC0049	FOSL2_HUMAN.H11MO.0.A	FOSL2	bZIP	Misc	23175603	JUN/FOS/JDP2
M08795_2.00	AC0049	FOSB_HUMAN.H11MO.0.A	FOSB	bZIP	Misc	23175603	JUN/FOS/JDP2
M08797_2.00	AC0049	JUND_HUMAN.H11MO.0.A	JUND	bZIP	Misc	23175603	JUN/FOS/JDP2
M08802_2.00	AC0049	FOS_HUMAN.H11MO.0.A	FOS	bZIP	Misc	23175603	JUN/FOS/JDP2
M08803_2.00	AC0049	JUNB_HUMAN.H11MO.0.A	JUNB	bZIP	Misc	23175603	JUN/FOS/JDP2
M08805_2.00	AC0049	FOSL1_HUMAN.H11MO.0.A	FOSL1	bZIP	Misc	23175603	JUN/FOS/JDP2
M08806_2.00	AC0049	JUN_HUMAN.H11MO.0.A	JUN	bZIP	Misc	23175603	JUN/FOS/JDP2
M09489_2.00	AC0049	GBM-ATF3_GSE33912	ATF3	bZIP	Misc	20513432	JUN/FOS/JDP2
M09490_2.00	AC0049	BT549-Fra1_GSE46166	FOSL1	bZIP	Misc	20513432	JUN/FOS/JDP2
M09938_2.00	AC0049	V$BACH2_01	BACH2	bZIP	Transfac	16381825	JUN/FOS/JDP2
M09955_2.00	AC0049	V$TAXCREB_02	CREB1	bZIP	Transfac	16381825	JUN/FOS/JDP2
M09975_2.00	AC0049	V$BACH1_01	BACH1	bZIP	Transfac	16381825	JUN/FOS/JDP2
MA0099.2	AC0049	MA0099.2	FOS::JUN	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	17916232	JUN/FOS/JDP2
MA0099.3	AC0049	MA0099.3	FOS::JUN	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA0462.1	AC0049	MA0462.1	BATF::JUN	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	22992523	JUN/FOS/JDP2
MA0462.2	AC0049	MA0462.2	BATF::JUN	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	22992523	JUN/FOS/JDP2
MA0477.2	AC0049	MA0477.2	FOSL1	['Basic leucine zipper factors (bZIP)']	Uknown	17916232	JUN/FOS/JDP2
MA0490.2	AC0049	MA0490.2	JUNB	['Basic leucine zipper factors (bZIP)']	Uknown	21526160	JUN/FOS/JDP2
MA0491.2	AC0049	MA0491.2	JUND	['Basic leucine zipper factors (bZIP)']	Uknown	21526160	JUN/FOS/JDP2
MA0655.1	AC0049	MA0655.1	JDP2	['Basic leucine zipper factors (bZIP)']	Uknown	9154808	JUN/FOS/JDP2
MA0835.2	AC0049	MA0835.2	BATF3	['Basic leucine zipper factors (bZIP)']	Uknown	29588546	JUN/FOS/JDP2
MA0841.1	AC0049	MA0841.1	NFE2	['Basic leucine zipper factors (bZIP)']	Uknown	10498903	JUN/FOS/JDP2
MA1101.2	AC0049	MA1101.2	BACH2	['Basic leucine zipper factors (bZIP)']	Uknown	28461702	JUN/FOS/JDP2
MA1128.1	AC0049	MA1128.1	FOSL1::JUN	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1130.1	AC0049	MA1130.1	FOSL2::JUN	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1132.1	AC0049	MA1132.1	JUN::JUNB	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	15240010	JUN/FOS/JDP2
MA1134.1	AC0049	MA1134.1	FOS::JUNB	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1135.1	AC0049	MA1135.1	FOSB::JUNB	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1137.1	AC0049	MA1137.1	FOSL1::JUNB	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1138.1	AC0049	MA1138.1	FOSL2::JUNB	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1141.1	AC0049	MA1141.1	FOS::JUND	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1142.1	AC0049	MA1142.1	FOSL1::JUND	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1144.1	AC0049	MA1144.1	FOSL2::JUND	"['Basic leucine zipper factors (bZIP)', 'Basic leucine zipper factors (bZIP)']"	Uknown	11988758	JUN/FOS/JDP2
MA1633.2	AC0049	MA1633.2	BACH1	['Basic leucine zipper factors (bZIP)']	Uknown	8887638	JUN/FOS/JDP2
MA1634.1	AC0049	MA1634.1	BATF	['Basic leucine zipper factors (bZIP)']	Uknown	29588546	JUN/FOS/JDP2
MA1928.1	AC0049	MA1928.1	BNC2	['C2H2 zinc finger factors']	Uknown	30487138	JUN/FOS/JDP2
M08390_2.00	AC0050	A6NGD5_1-5.RCADE	ZSCAN5C	C2H2 ZF	ChIP-seq	27852650	ZSCAN5C
M07814_2.00	AC0051	GM12878_JUND_Stanford	JUND	bZIP	ChIP-seq	22955619	BATF/JUND/IRF4
M07821_2.00	AC0051	GM12878_BATF_HudsonAlpha	BATF	bZIP	ChIP-seq	22955619	BATF/JUND/IRF4
M07978_2.00	AC0051	GM12878_IRF4_HudsonAlpha	IRF4	IRF	ChIP-seq	22955619	BATF/JUND/IRF4
M08794_2.00	AC0051	BATF3_HUMAN.H11MO.0.B	BATF3	bZIP	Misc	23175603	BATF/JUND/IRF4
M08799_2.00	AC0051	BATF_HUMAN.H11MO.0.A	BATF	bZIP	Misc	23175603	BATF/JUND/IRF4
M00217_2.00	AC0052	ZNF200_H322Y	ZNF200	C2H2 ZF	PBM	27013732	ZNF200
M10809_2.00	AC0053	V$PAX2_02	PAX2	"Homeodomain,Paired box"	Transfac	16381825	PAX2
M04731_2.00	AC0054	ELK3_eDBD_HT-SELEX_2	ELK3	Ets	SELEX	28473536	ELK3/4/ETV4
M04734_2.00	AC0054	ELK3_FL_HT-SELEX_2	ELK3	Ets	SELEX	28473536	ELK3/4/ETV4
M04781_2.00	AC0054	ELK4_FL_HT-SELEX_2	ELK4	Ets	SELEX	28473536	ELK3/4/ETV4
M04797_2.00	AC0054	ETV4_FL_HT-SELEX_2	ETV4	Ets	SELEX	28473536	ELK3/4/ETV4
M00294_2.00	AC0055	HOXD13_I322L	HOXD13	Homeodomain	PBM	27013732	HOX/CDX
M03085_2.00	AC0055	HOXA10_1	HOXA9	Homeodomain	SELEX	23332764	HOX/CDX
M03099_2.00	AC0055	HOXA13_2	HOXA13	Homeodomain	SELEX	23332764	HOX/CDX
M03101_2.00	AC0055	HOXA13_4	HOXA13	Homeodomain	SELEX	23332764	HOX/CDX
M03130_2.00	AC0055	HOXC13_2	HOXC13	Homeodomain	SELEX	23332764	HOX/CDX
M03131_2.00	AC0055	HOXC11_1	HOXC11	Homeodomain	SELEX	23332764	HOX/CDX
M03133_2.00	AC0055	HOXC11_3	HOXC11	Homeodomain	SELEX	23332764	HOX/CDX
M03136_2.00	AC0055	HOXC12_2	HOXC12	Homeodomain	SELEX	23332764	HOX/CDX
M03139_2.00	AC0055	HOXD11_1	HOXD11	Homeodomain	SELEX	23332764	HOX/CDX
M03142_2.00	AC0055	HOXD13_2	HOXD13	Homeodomain	SELEX	23332764	HOX/CDX
M03176_2.00	AC0055	HOXB13_2	HOXB13	Homeodomain	SELEX	23332764	HOX/CDX
M03207_2.00	AC0055	HOXD12_2	HOXD12	Homeodomain	SELEX	23332764	HOX/CDX
M03208_2.00	AC0055	HOXD12_3	HOXD12	Homeodomain	SELEX	23332764	HOX/CDX
M03230_2.00	AC0055	HOXC10_3	HOXC10	Homeodomain	SELEX	23332764	HOX/CDX
M04897_2.00	AC0055	HOXA11_eDBD_HT-SELEX_1	HOXA11	Homeodomain	SELEX	28473536	HOX/CDX
M04899_2.00	AC0055	HOXA11_eDBD_Methyl-HT-SELEX_1	HOXA11	Homeodomain	SELEX	28473536	HOX/CDX
M04933_2.00	AC0055	HOXA9_FL_HT-SELEX_2	HOXA9	Homeodomain	SELEX	28473536	HOX/CDX
M04935_2.00	AC0055	HOXA9_FL_Methyl-HT-SELEX_2	HOXA9	Homeodomain	SELEX	28473536	HOX/CDX
M04978_2.00	AC0055	HOXA13_eDBD_HT-SELEX_2	HOXA13	Homeodomain	SELEX	28473536	HOX/CDX
M04980_2.00	AC0055	HOXA13_eDBD_Methyl-HT-SELEX_2	HOXA13	Homeodomain	SELEX	28473536	HOX/CDX
M04982_2.00	AC0055	HOXA13_FL_HT-SELEX_2	HOXA13	Homeodomain	SELEX	28473536	HOX/CDX
M04984_2.00	AC0055	HOXA13_FL_Methyl-HT-SELEX_2	HOXA13	Homeodomain	SELEX	28473536	HOX/CDX
M05019_2.00	AC0055	CDX1_eDBD_Methyl-HT-SELEX	CDX1	Homeodomain	SELEX	28473536	HOX/CDX
M05073_2.00	AC0055	HOXC13_eDBD_HT-SELEX_2	HOXC13	Homeodomain	SELEX	28473536	HOX/CDX
M05074_2.00	AC0055	HOXC13_eDBD_Methyl-HT-SELEX	HOXC13	Homeodomain	SELEX	28473536	HOX/CDX
M05075_2.00	AC0055	HOXC11_eDBD_HT-SELEX_1	HOXC11	Homeodomain	SELEX	28473536	HOX/CDX
M05077_2.00	AC0055	HOXC11_eDBD_Methyl-HT-SELEX_1	HOXC11	Homeodomain	SELEX	28473536	HOX/CDX
M05079_2.00	AC0055	HOXC11_FL_HT-SELEX_1	HOXC11	Homeodomain	SELEX	28473536	HOX/CDX
M05081_2.00	AC0055	HOXC11_FL_Methyl-HT-SELEX_1	HOXC11	Homeodomain	SELEX	28473536	HOX/CDX
M05084_2.00	AC0055	HOXC12_eDBD_HT-SELEX_2	HOXC12	Homeodomain	SELEX	28473536	HOX/CDX
M05086_2.00	AC0055	HOXC12_eDBD_Methyl-HT-SELEX_2	HOXC12	Homeodomain	SELEX	28473536	HOX/CDX
M05105_2.00	AC0055	HOXD9_eDBD_HT-SELEX_2	HOXD9	Homeodomain	SELEX	28473536	HOX/CDX
M05107_2.00	AC0055	HOXD9_eDBD_Methyl-HT-SELEX_2	HOXD9	Homeodomain	SELEX	28473536	HOX/CDX
M05108_2.00	AC0055	HOXD9_FL_HT-SELEX_1	HOXD9	Homeodomain	SELEX	28473536	HOX/CDX
M05110_2.00	AC0055	HOXD9_FL_Methyl-HT-SELEX_1	HOXD9	Homeodomain	SELEX	28473536	HOX/CDX
M05113_2.00	AC0055	HOXD10_eDBD_HT-SELEX_2	HOXD10	Homeodomain	SELEX	28473536	HOX/CDX
M05115_2.00	AC0055	HOXD10_eDBD_Methyl-HT-SELEX_2	HOXD10	Homeodomain	SELEX	28473536	HOX/CDX
M05116_2.00	AC0055	HOXD10_FL_HT-SELEX_1	HOXD10	Homeodomain	SELEX	28473536	HOX/CDX
M05118_2.00	AC0055	HOXD10_FL_Methyl-HT-SELEX_1	HOXD10	Homeodomain	SELEX	28473536	HOX/CDX
M05120_2.00	AC0055	HOXD11_eDBD_HT-SELEX	HOXD11	Homeodomain	SELEX	28473536	HOX/CDX
M05121_2.00	AC0055	HOXD11_eDBD_Methyl-HT-SELEX	HOXD11	Homeodomain	SELEX	28473536	HOX/CDX
M05123_2.00	AC0055	HOXD13_eDBD_HT-SELEX_2	HOXD13	Homeodomain	SELEX	28473536	HOX/CDX
M05125_2.00	AC0055	HOXD13_eDBD_Methyl-HT-SELEX_2	HOXD13	Homeodomain	SELEX	28473536	HOX/CDX
M05130_2.00	AC0055	CDX4_FL_Methyl-HT-SELEX_1	CDX4	Homeodomain	SELEX	28473536	HOX/CDX
M05202_2.00	AC0055	HOXB13_eDBD_HT-SELEX_2	HOXB13	Homeodomain	SELEX	28473536	HOX/CDX
M05203_2.00	AC0055	HOXB13_eDBD_Methyl-HT-SELEX	HOXB13	Homeodomain	SELEX	28473536	HOX/CDX
M05248_2.00	AC0055	CDX2_eDBD_HT-SELEX_1	CDX2	Homeodomain	SELEX	28473536	HOX/CDX
M05250_2.00	AC0055	CDX2_eDBD_Methyl-HT-SELEX	CDX2	Homeodomain	SELEX	28473536	HOX/CDX
M05279_2.00	AC0055	HOXD12_eDBD_HT-SELEX	HOXD12	Homeodomain	SELEX	28473536	HOX/CDX
M05280_2.00	AC0055	HOXD12_eDBD_Methyl-HT-SELEX	HOXD12	Homeodomain	SELEX	28473536	HOX/CDX
M05289_2.00	AC0055	HOXB9_eDBD_HT-SELEX_1	HOXB9	Homeodomain	SELEX	28473536	HOX/CDX
M05291_2.00	AC0055	HOXB9_eDBD_Methyl-HT-SELEX	HOXB9	Homeodomain	SELEX	28473536	HOX/CDX
M05331_2.00	AC0055	HOXC9_FL_HT-SELEX_1	HOXC9	Homeodomain	SELEX	28473536	HOX/CDX
M05333_2.00	AC0055	HOXC9_FL_Methyl-HT-SELEX_1	HOXC9	Homeodomain	SELEX	28473536	HOX/CDX
M05336_2.00	AC0055	HOXC10_eDBD_HT-SELEX_2	HOXC10	Homeodomain	SELEX	28473536	HOX/CDX
M05338_2.00	AC0055	HOXC10_eDBD_Methyl-HT-SELEX_2	HOXC10	Homeodomain	SELEX	28473536	HOX/CDX
M05340_2.00	AC0055	HOXC10_FL_HT-SELEX_2	HOXC10	Homeodomain	SELEX	28473536	HOX/CDX
M05342_2.00	AC0055	HOXC10_FL_Methyl-HT-SELEX_2	HOXC10	Homeodomain	SELEX	28473536	HOX/CDX
M05394_2.00	AC0055	HOXA10_eDBD_HT-SELEX_1	HOXA10	Homeodomain	SELEX	28473536	HOX/CDX
M05396_2.00	AC0055	HOXA10_eDBD_Methyl-HT-SELEX_1	HOXA10	Homeodomain	SELEX	28473536	HOX/CDX
M05398_2.00	AC0055	HOXA10_FL_HT-SELEX_1	HOXA10	Homeodomain	SELEX	28473536	HOX/CDX
M05400_2.00	AC0055	HOXA10_FL_Methyl-HT-SELEX_1	HOXA10	Homeodomain	SELEX	28473536	HOX/CDX
MA0485.2	AC0055	MA0485.2	HOXC9	['Homeo domain factors']	Uknown	9079637	HOX/CDX
MA0594.2	AC0055	MA0594.2	HOXA9	['Homeo domain factors']	Uknown	12923056	HOX/CDX
MA0651.1	AC0055	MA0651.1	HOXC11	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA0651.2	AC0055	MA0651.2	HOXC11	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA0873.1	AC0055	MA0873.1	HOXD12	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA0905.1	AC0055	MA0905.1	HOXC10	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA0906.1	AC0055	MA0906.1	HOXC12	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA0907.1	AC0055	MA0907.1	HOXC13	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA0908.1	AC0055	MA0908.1	HOXD11	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA1503.1	AC0055	MA1503.1	HOXB9	['Homeo domain factors']	Uknown	18585359	HOX/CDX
MA1506.1	AC0055	MA1506.1	HOXD10	['Homeo domain factors']	Uknown	18585359	HOX/CDX
M00300_2.00	AC0056	HOXD13_S316C	HOXD13	Homeodomain	PBM	27013732	HOX/CDX/CPEB1
M03086_2.00	AC0056	HOXA10_2	HOXA9	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03098_2.00	AC0056	HOXA13_1	HOXA13	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03100_2.00	AC0056	HOXA13_3	HOXA13	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03115_2.00	AC0056	CDX1_1	CDX1	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03129_2.00	AC0056	HOXC13_1	HOXC13	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03132_2.00	AC0056	HOXC11_2	HOXC11	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03134_2.00	AC0056	HOXC11_4	HOXC11	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03135_2.00	AC0056	HOXC12_1	HOXC12	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03140_2.00	AC0056	HOXD11_2	HOXD11	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03141_2.00	AC0056	HOXD13_1	HOXD13	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03175_2.00	AC0056	HOXB13_1	HOXB13	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03196_2.00	AC0056	CDX2_1	CDX2	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03206_2.00	AC0056	HOXD12_1	HOXD12	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03209_2.00	AC0056	HOXD12_4	HOXD12	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03228_2.00	AC0056	HOXC10_1	HOXC10	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03229_2.00	AC0056	HOXC10_2	HOXC10	Homeodomain	SELEX	23332764	HOX/CDX/CPEB1
M03581_2.00	AC0056	CPEB1_1	CPEB1	Unknown	SELEX	23332764	HOX/CDX/CPEB1
M04898_2.00	AC0056	HOXA11_eDBD_HT-SELEX_2	HOXA11	Homeodomain	SELEX	28473536	HOX/CDX/CPEB1
M04900_2.00	AC0056	HOXA11_eDBD_Methyl-HT-SELEX_2	HOXA11	Homeodomain	SELEX	28473536	HOX/CDX/CPEB1
M04977_2.00	AC0056	HOXA13_eDBD_HT-SELEX_1	HOXA13	Homeodomain	SELEX	28473536	HOX/CDX/CPEB1
M04979_2.00	AC0056	HOXA13_eDBD_Methyl-HT-SELEX_1	HOXA13	Homeodomain	SELEX	28473536	HOX/CDX/CPEB1
